post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Application,attribute_data:Application,attribute_default:Application,attribute:Applications,attribute_data:Applications,attribute_default:Applications,"attribute:Bowl Size","attribute_data:Bowl Size","attribute_default:Bowl Size",attribute:Brand,attribute_data:Brand,attribute_default:Brand,"attribute:Brand Name","attribute_data:Brand Name","attribute_default:Brand Name",attribute:Capacity,attribute_data:Capacity,attribute_default:Capacity,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Colors,attribute_data:Colors,attribute_default:Colors,attribute:Dimension,attribute_data:Dimension,attribute_default:Dimension,attribute:Finish,attribute_data:Finish,attribute_default:Finish,attribute:Group,attribute_data:Group,attribute_default:Group,"attribute:Half Bowl Dimensions","attribute_data:Half Bowl Dimensions","attribute_default:Half Bowl Dimensions","attribute:Inlet Connection Size","attribute_data:Inlet Connection Size","attribute_default:Inlet Connection Size","attribute:Installation Type","attribute_data:Installation Type","attribute_default:Installation Type","attribute:Key Feature","attribute_data:Key Feature","attribute_default:Key Feature",attribute:Material,attribute_data:Material,attribute_default:Material,"attribute:Package Content","attribute_data:Package Content","attribute_default:Package Content","attribute:Package Contents","attribute_data:Package Contents","attribute_default:Package Contents",attribute:Quantity,attribute_data:Quantity,attribute_default:Quantity,"attribute:Room Type","attribute_data:Room Type","attribute_default:Room Type","attribute:Salient Features","attribute_data:Salient Features","attribute_default:Salient Features","attribute:Seating Height","attribute_data:Seating Height","attribute_default:Seating Height","attribute:Shelf Life","attribute_data:Shelf Life","attribute_default:Shelf Life","attribute:Single Bowl Dimensions","attribute_data:Single Bowl Dimensions","attribute_default:Single Bowl Dimensions",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Suitable For","attribute_data:Suitable For","attribute_default:Suitable For","attribute:Surface Finish","attribute_data:Surface Finish","attribute_default:Surface Finish",attribute:Thichness,attribute_data:Thichness,attribute_default:Thichness,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,"attribute:Trap Size","attribute_data:Trap Size","attribute_default:Trap Size","attribute:Trap Type","attribute_data:Trap Type","attribute_default:Trap Type",attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Warranty,attribute_data:Warranty,attribute_default:Warranty,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material
"Wall Hung Toilet - Corolla (530X350MM)",wall-hung-closet-corolla-530x350mm,,9491,,,publish,,0,"2021-06-23 16:16:59",1,open,SNTWHCCOROLA530,,,no,no,0,5145,4373,,530,350,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Corolla.jpg ! alt :  ! title : Corolla.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-corolla-530x350mm/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Corolla (500X350MM)",wall-hung-closet-corolla-500x350mm,,9492,,,publish,,0,"2021-06-23 16:16:59",1,open,SNTWHCCOROLA500,,,no,no,0,4715,4008,,500,350,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Corolla.jpg ! alt :  ! title : Corolla.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-corolla-500x350mm/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Cosmo",wall-hung-closet-cosmo,,9493,,,publish,,0,"2021-06-23 16:16:59",1,open,SNTWHCCOSMO,,,no,no,0,5855,4977,,550,350,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Cosmo.jpg ! alt :  ! title : Cosmo.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-cosmo/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Dolphin",wash-basin-with-half-pedestal-dolphin,,9494,,,publish,,0,"2021-06-23 16:16:59",1,open,SNTWBHPDLPHN,,,no,no,0,5000,4250,,520,450,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Dolphin.jpg ! alt :  ! title : Dolphin.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-dolphin/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Droop",wash-basin-with-half-pedestal-droop,,9495,,,publish,,0,"2021-06-23 16:17:00",1,open,SNTWBHPDOOP,,,no,no,0,1960,1666,,440,360,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Droop.jpg ! alt :  ! title : Droop.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-droop/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Fabiya (20"" X 16"")",wash-basin-with-half-pedestal-fabiya-20-x-16,,9496,,,publish,,0,"2021-06-23 16:17:00",1,open,SNTWBHPFBIYA20X16,,,no,no,0,2460,2091,,500,400,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Fabia.jpg ! alt :  ! title : Fabia.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-fabiya-20-x-16/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Camry (25"" X 22"")",wash-basin-with-half-pedestal-camry-25-x-22,,9497,,,publish,,0,"2021-06-23 16:17:00",1,open,SNTWBHPCMRY25X16,,,no,no,0,3430,2916,,640,560,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Camry.jpg ! alt :  ! title : Camry.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-camry-25-x-22/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Camry (18"" X 15"")",wash-basin-with-half-pedestal-camry-18-x-15,,9498,,,publish,,0,"2021-06-23 16:17:00",1,open,SNTWBHPCMRYN18X15,,,no,no,0,2460,2091,,455,395,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Camry.jpg ! alt :  ! title : Camry.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-camry-18-x-15/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Lauret",wash-basin-with-half-pedestal-lauret,,9499,,,publish,,0,"2021-06-23 16:17:00",1,open,SNTWBHPLURET,,,no,no,0,2830,2406,,635,465,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Lauret.jpg ! alt :  ! title : Lauret.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-lauret/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Fabiya (18"" X 14"")",wash-basin-with-half-pedestal-fabiya-18-x-14,,9500,,,publish,,0,"2021-06-23 16:17:00",1,open,SNTWBHPFBIYA18X14,,,no,no,0,2030,1726,,450,355,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Fabia.jpg ! alt :  ! title : Fabia.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-fabiya-18-x-14/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Yuga",wash-basin-with-half-pedestal-yuga,,9501,,,publish,,0,"2021-06-23 16:17:01",1,open,SNTWBHPYUGA,,,no,no,0,2740,2329,,560,450,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Yuga.jpg ! alt :  ! title : Yuga.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-yuga/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Silver",wash-basin-with-half-pedestal-silver,,9502,,,publish,,0,"2021-06-23 16:17:01",1,open,SNTWBHPSLVER,,,no,no,0,1885,1602,,470,455,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Silver.jpg ! alt :  ! title : Silver.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-silver/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Normus",wash-basin-with-half-pedestal-normus,,9503,,,publish,,0,"2021-06-23 16:17:10",1,open,SNTWBHPNRMUS,,,no,no,0,2290,1947,,500,405,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Normus-1.jpg ! alt :  ! title : Normus-1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-normus/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Carla",wash-basin-with-half-pedestal-carla,,9504,,,publish,,0,"2021-06-23 16:17:10",1,open,SNTWBHPCRLA,,,no,no,0,2830,2406,,590,485,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Carla-1.jpg ! alt :  ! title : Carla-1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-carla/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Basin with Half Pedestal - Lunex",wash-basin-with-half-pedestal-lunex,,9505,,,publish,,0,"2021-06-23 16:17:10",1,open,SNTWBHPLUNEX,,,no,no,0,2600,2210,,560,440,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Lunex.jpg ! alt :  ! title : Lunex.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wash-basin-with-half-pedestal-lunex/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash with Pedestal Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Brio",wall-hung-wash-basin-brio,,9506,,,publish,,0,"2021-06-23 16:17:11",1,open,SNTWHWBBRIO,,,no,no,0,1285,1092,,450,230,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Brio.jpg ! alt :  ! title : Brio.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-brio/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Sunny",wall-hung-wash-basin-sunny,,9507,,,publish,,0,"2021-06-23 16:17:11",1,open,SNTWHWBSUNNY,,,no,no,0,740,629,,340,230,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Sunny.jpg ! alt :  ! title : Sunny.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-sunny/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Matrix",wall-hung-wash-basin-matrix,,9508,,,publish,,0,"2021-06-23 16:17:11",1,open,SNTWHWBMATRIX,,,no,no,0,1145,973,,400,265,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Matrix.jpg ! alt :  ! title : Matrix.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-matrix/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Real",wall-hung-wash-basin-real,,9509,,,publish,,0,"2021-06-23 16:17:11",1,open,SNTWHWBRREAL,,,no,no,0,740,629,,300,245,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Real.jpg ! alt :  ! title : Real.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-real/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Yeti",wall-hung-wash-basin-yeti,,9510,,,publish,,0,"2021-06-23 16:17:11",1,open,SNTWHWBYETI,,,no,no,0,1000,850,,360,255,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Yeti.jpg ! alt :  ! title : Yeti.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-yeti/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Ravi",wall-hung-wash-basin-ravi,,9511,,,publish,,0,"2021-06-23 16:17:11",1,open,SNTWHWBRAVI,,,no,no,0,740,629,,355,290,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Ravi.jpg ! alt :  ! title : Ravi.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-ravi/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Rex",wall-hung-wash-basin-rex,,9512,,,publish,,0,"2021-06-23 16:17:12",1,open,SNTWHWBREX,,,no,no,0,855,727,,410,275,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Rex.jpg ! alt :  ! title : Rex.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-rex/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Goldy",wall-hung-wash-basin-goldy,,9513,,,publish,,0,"2021-06-23 16:17:12",1,open,SNTWHWBGOLDY,,,no,no,0,2430,2066,,420,340,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Goldy.jpg ! alt :  ! title : Goldy.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-goldy/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Audi",wall-hung-wash-basin-audi,,9514,,,publish,,0,"2021-06-23 16:17:12",1,open,SNTWHWBAUDI,,,no,no,0,1000,850,,400,220,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Audi.jpg ! alt :  ! title : Audi.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-audi/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Simco 20"" x 16""",wall-hung-wash-basin-simco-20-x-16,,9515,,,publish,,0,"2021-06-23 16:17:12",1,open,SNTWHWBSIMCO,,,no,no,0,2000,1700,,510,415,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Simco.jpg ! alt :  ! title : Simco.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-simco-20-x-16/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Star 18"" x 10""",wall-hung-wash-basin-star-18-x-10,,9516,,,publish,,0,"2021-06-23 16:17:12",1,open,SNTWHWBSTAR,,,no,no,0,855,727,,460,270,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Star.jpg ! alt :  ! title : Star.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-star-18-x-10/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Fabiya 18"" x 14""",wall-hung-wash-basin-fabiya-18-x-14,,9517,,,publish,,0,"2021-06-23 16:17:12",1,open,SNTWHWBFABIYA,,,no,no,0,1000,850,,450,350,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Fabia-1.jpg ! alt :  ! title : Fabia-1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-fabiya-18-x-14/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Matiz 18"" x 13""",wall-hung-wash-basin-matiz-18-x-13,,9518,,,publish,,0,"2021-06-23 16:17:13",1,open,SNTWHWBMATIZ,,,no,no,0,855,727,,465,345,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Matis.jpg ! alt :  ! title : Matis.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-matiz-18-x-13/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Wash Wash Basin - Enjoy 20"" x 15""",wall-hung-wash-basin-enjoy-20-x-15,,9519,,,publish,,0,"2021-06-23 16:17:13",1,open,SNTWHWBENJOY,,,no,no,0,1145,973,,500,400,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Enjoy.jpg ! alt :  ! title : Enjoy.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-wash-basin-enjoy-20-x-15/,simple,outofstock,"Bathroom > Wash Basin > Wall Hung Wash Basins",,,,,,,,,,,,Sonet,2|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,"Wash Basin",4|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",3|1|0,,,,,,,
